origin_place_id,destination_place_id,duration_text,duration_value,distance_text,distance_value
ChIJbyhzTKkF9YgRvXc-LN357RQ,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 17 mins,4619,18.3 mi,29494
ChIJdddL5P8E9YgRGF4z_2cw4k0,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 19 mins,4711,18.1 mi,29058
ChIJf-aCvkEE9YgRZrFffg2QJUg,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 4 mins,3839,17.3 mi,27886
ChIJHc0D7f0E9YgRPOvxvVKCL24,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 23 mins,4994,18.3 mi,29419
ChIJiQ6H8l0E9YgRuNf8HKchVmQ,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 0 mins,3619,17.1 mi,27597
ChIJOzubW68F9YgRwomNWOyuxrs,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 6 mins,3932,17.4 mi,27983
ChIJs1u-JGgE9YgRwq8ohAHSZDA,ChIJyRb7_u-n9YgRaFRK94xpvAo,59 mins,3564,17.1 mi,27600
ChIJvQGoW68F9YgRzrfgtkw_N7U,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 24 mins,5028,18.7 mi,30156
ChIJXRDx0a4F9YgRLKxk8qFcOHE,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 19 mins,4764,18.4 mi,29655
ChIJ-yHZcakF9YgR96F6tNGnSBQ,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 19 mins,4760,18.4 mi,29665
ChIJzYSEBUME9YgRT1yH2dSMRYg,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 2 mins,3714,17.2 mi,27750
ChIJ37wfPCYD9YgRgH09YexReM4,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 12 mins,4297,22.5 mi,36143
ChIJ81x1VC8d9YgR_EgsnoeyZRQ,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 26 mins,5156,23.8 mi,38317
ChIJE8ZszzQD9YgRuMaM0lUhGNo,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 33 mins,5579,18.3 mi,29527
ChIJG-SHASYD9YgR9IacGeiSr1o,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 15 mins,4502,22.6 mi,36407
ChIJGVmUfgwD9YgRXJwlxl8RtDU,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 32 mins,5536,16.6 mi,26711
ChIJjaRLQzcD9YgRD3I8_Pfxsqg,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 24 mins,5060,17.8 mi,28688
ChIJL5UwREsD9YgRlnnpCp5hNAg,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 38 mins,5869,18.3 mi,29486
ChIJlQUew18D9YgRVgBMuvrODlc,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 17 mins,4630,18.9 mi,30448
ChIJm9S-NcIC9YgRoeRuRGfxZnk,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 20 mins,4794,23.8 mi,38304
ChIJMbPgAxUD9YgRY0oBtjIXjKo,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 8 mins,4069,20.9 mi,33693
ChIJpUlMgZ8E9YgRLHp5RI1UzsI,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 19 mins,4737,20.9 mi,33565
ChIJtbinFxsD9YgRtVVGnQNuki0,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 26 mins,5143,22.5 mi,36196
ChIJv-RxCTcD9YgRnbU6oJ6kw6s,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 27 mins,5191,17.9 mi,28863
ChIJZ9eqdkID9YgRZfBqVB-7UNI,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 22 mins,4917,21.6 mi,34775
ChIJZy2NN0ID9YgRH5vH5OO23Es,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 23 mins,4950,21.6 mi,34799
ChIJ0Qj2HRcd9YgRB5Zhc_czQc4,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 26 mins,5135,20.5 mi,33032
ChIJ1-1JOGUc9YgRgYkC-f2nKnA,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 35 mins,5713,20.7 mi,33375
ChIJ1a3rvTsd9YgRBoN-LCWKoZs,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 27 mins,5224,20.8 mi,33474
ChIJ1V3fDpAc9YgRs5o8tpFfPU0,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 25 mins,5090,24.0 mi,38665
ChIJ2eRb1BYd9YgRYdB0X8WtL04,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 24 mins,5028,20.5 mi,33032
ChIJ35uhTAkd9YgRDXHpgVU9E34,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 26 mins,5132,21.1 mi,33949
ChIJ8X4uAHAc9YgRIzTJsUr6lkM,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 35 mins,5707,21.0 mi,33868
ChIJ8YCzD2wc9YgRLwcNQSZMkl0,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 43 mins,6198,23.0 mi,37076
ChIJ9boAKqEd9YgR0RoLw48i-aQ,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 28 mins,5296,21.7 mi,34916
ChIJBRQCZq8d9YgRGmPBKsRD4-M,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 42 mins,6134,24.4 mi,39323
ChIJCcnLsC4d9YgRI3UQKBiE0fs,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 19 mins,4727,19.4 mi,31192
ChIJdfUCbI8c9YgRFabF1Nc2Rrs,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 32 mins,5511,20.1 mi,32278
ChIJE5ucg3sc9YgRr_fivYDE7po,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 38 mins,5906,20.5 mi,32929
ChIJgQQN0zsd9YgRdx3W44xAI44,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 24 mins,5057,20.6 mi,33224
ChIJhR7wqTwd9YgRZ140jE4Fzrg,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 27 mins,5202,21.0 mi,33858
ChIJMbts-I8c9YgRiscBgpAax4E,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 21 mins,4875,23.8 mi,38364
ChIJNUn5wqYd9YgR8Me8Q1J7SXM,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 41 mins,6037,24.2 mi,38940
ChIJqTSAZS8d9YgRCX8su5AklCU,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 21 mins,4855,19.6 mi,31520
ChIJr9gKrCMd9YgRAirSCWlWbYM,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 23 mins,4964,20.1 mi,32283
ChIJbaWsEg8E9YgRuOrQwvFLRHg,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 7 mins,4004,11.6 mi,18633
ChIJBfK5TIwD9YgR2hsrinRNmGU,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 12 mins,4337,16.4 mi,26418
ChIJbVv0CQoE9YgRL3YaVYx85ds,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 23 mins,4971,19.5 mi,31448
ChIJE-SougoE9YgRYW_BhuDXiUE,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 19 mins,4757,19.4 mi,31172
ChIJeZUORXID9YgRSXwn5CHr6MM,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 21 mins,4851,21.5 mi,34618
ChIJfwKa-AQE9YgRs7NInEFdM7I,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 6 mins,3958,11.3 mi,18230
ChIJGZzOPHMD9YgRRsD7WNa6dzc,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 21 mins,4885,21.5 mi,34634
ChIJiVKdrtwD9YgR02fPn41Jgxg,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 29 mins,5321,15.8 mi,25452
ChIJr_gumggE9YgRVrWdLVAXi9g,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 14 mins,4469,12.1 mi,19492
ChIJR6o3b_QD9YgROF6izpdeCzE,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 17 mins,4616,16.7 mi,26807
ChIJr9X9dtsD9YgRGl0p7h-a5Mw,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 29 mins,5355,15.7 mi,25215
ChIJszQjg5ID9YgRyW6K18DbBbM,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 15 mins,4488,16.6 mi,26644
ChIJw-S7o40D9YgRUUoOqLYydEs,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 15 mins,4474,16.5 mi,26632
ChIJ2-fQNmME9YgRHu3jBs04vrA,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 9 mins,4119,18.1 mi,29134
ChIJc1yhSJIE9YgR61IenOfKnlI,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 20 mins,4775,18.7 mi,30138
ChIJkxaP8nsD9YgRBgG6AMX6KUs,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 17 mins,4626,19.9 mi,32059
ChIJNdVdtnwE9YgR17ClRtg6fHM,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 7 mins,4006,18.0 mi,28969
ChIJt_1SdHwD9YgR-yBIknzDDk8,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 19 mins,4766,18.3 mi,29434
ChIJu-ozPJIE9YgR___IeLF2WNg,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 20 mins,4772,18.6 mi,29885
ChIJ8S4jLl8b9YgRPHcKP17WJuA,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 34 mins,5660,18.8 mi,30272
ChIJ9e54GZUE9YgRsWL-CBvlj98,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 18 mins,4682,18.7 mi,30097
ChIJb1_e700D9YgRnqW7aU6Fcfo,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 26 mins,5178,22.6 mi,36337
ChIJe2Ds1WUD9YgRJz4UPQOCxps,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 20 mins,4828,21.0 mi,33865
ChIJj5Q_Q2ED9YgRm3Sfj30Deh0,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 18 mins,4688,20.9 mi,33560
ChIJLYiPLVgb9YgRFXhE9sQrWdw,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 34 mins,5611,18.8 mi,30259
ChIJp8fwwKYE9YgRCNvtA8b_4Pg,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 25 mins,5078,21.2 mi,34039
ChIJT4zvjKgE9YgREDI_IHVATHs,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 28 mins,5274,17.0 mi,27371
ChIJYcetp18D9YgR14ntktuLfI8,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 19 mins,4715,19.0 mi,30547
ChIJz_d-Nl4b9YgRAMn03UusdIE,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 29 mins,5324,25.0 mi,40176
ChIJ05x3waQD9YgRBCtKMPQ2hbU,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 21 mins,4886,20.8 mi,33547
ChIJact0qlMC9YgRfjodAPwQklY,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 31 mins,5435,18.7 mi,30160
ChIJCx4QdCwC9YgRX71xvlRz6f8,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 47 mins,6438,20.5 mi,33037
ChIJg4HcGe4C9YgRj2tYmxB_KmA,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 32 mins,5490,19.9 mi,32100
ChIJP4WQLPkC9YgRaGO9iqKTmmE,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 40 mins,5989,22.8 mi,36669
ChIJpxSD0P8C9YgR5aRNn1wo6JI,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 41 mins,6071,23.5 mi,37805
ChIJR3I5HyEC9YgRTpJsa9TDRe4,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 31 mins,5430,18.3 mi,29474
ChIJS9k1gqQD9YgRONT6hs8mWGY,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 21 mins,4878,20.8 mi,33429
ChIJXVPcPTYC9YgRj5XQAwOz2Fw,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 39 mins,5918,19.6 mi,31479
ChIJZUloBKgD9YgRuTyzsdi6lck,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 33 mins,5588,17.9 mi,28886
ChIJ3_jf6LoB9YgRGJ9L3O07o1A,ChIJyRb7_u-n9YgRaFRK94xpvAo,NA,NA,NA,NA
ChIJ3dPjutkD9YgR8KEAHtCW4ro,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 30 mins,5375,15.6 mi,25073
ChIJabGD3w8B9YgRZ6cmFsegbUQ,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 43 mins,6193,25.0 mi,40161
ChIJl7P6ZwkB9YgRDSqf937Cdkc,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 44 mins,6257,24.9 mi,40011
ChIJLwnm-uMD9YgR2L7zirZytAM,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 22 mins,4909,21.7 mi,34854
ChIJodFzvRoB9YgRWGmUCW1Jxeg,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 34 mins,5649,24.6 mi,39587
ChIJoVILKgMB9YgRNBKcgX-XYt8,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 30 mins,5413,13.7 mi,22004
ChIJt6oGV3cB9YgRi6H0mci11Ys,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 29 mins,5352,15.9 mi,25617
ChIJY_CjzawB9YgRCUuLSMIpSds,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 33 mins,5595,14.6 mi,23539
ChIJy5R9LRsB9YgR1dcV-zxzu58,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 38 mins,5858,14.0 mi,22571
ChIJby7JPy8B9YgR22T0FIS50WM,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 25 mins,5107,13.2 mi,21322
ChIJfYqpCUkB9YgR1pStiGyF6k4,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 25 mins,5119,14.0 mi,22561
ChIJg_OLUTIB9YgRl8oAlRHzO-s,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 30 mins,5400,13.7 mi,22049
ChIJGfhsskkB9YgRb8IOYEtz2GU,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 25 mins,5084,14.0 mi,22505
ChIJgRpeFC8B9YgRn6ryV9Vmybw,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 25 mins,5107,13.2 mi,21322
ChIJGwnvPtIG9YgRlCNTXMFK9HY,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 14 mins,4465,13.0 mi,20871
ChIJGwnvPtIG9YgRy1ToQP6bJfI,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 14 mins,4465,13.0 mi,20871
ChIJKcLd00kB9YgRl0zp3CMuvho,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 27 mins,5219,13.9 mi,22449
ChIJNxL6alQB9YgRjRqNJuMqH-Q,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 16 mins,4533,15.2 mi,24502
ChIJVTxjrycB9YgRN0eCbfPhC8U,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 29 mins,5323,13.2 mi,21217
ChIJVWmQd1gB9YgRQk7EYwrrlAo,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 27 mins,5198,21.8 mi,35037
ChIJZ_VbuN8A9YgRw9qa3i5CDTQ,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 19 mins,4766,12.1 mi,19447
ChIJZWR7wzYB9YgRmsowFmAN47U,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 23 mins,4958,13.6 mi,21833
ChIJafmGkB4F9YgRMRdnPXUerLA,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 26 mins,5147,20.5 mi,33036
ChIJbQ6gNMQE9YgR6np8qbgatho,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 43 mins,6153,17.6 mi,28337
ChIJD9UmXs8a9YgRRtSc1AZyBRU,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 49 mins,6541,18.2 mi,29211
ChIJfy6o9AQb9YgRxvsVV-L6UNs,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 35 mins,5707,22.5 mi,36137
ChIJIe0tqygF9YgRSsgry7ydJoo,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 42 mins,6090,16.1 mi,25976
ChIJJ62HfiQF9YgRlNoazQT-4no,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 44 mins,6210,16.3 mi,26179
ChIJnYTfvCsF9YgRMyRM9Qh-WyI,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 31 mins,5446,21.4 mi,34483
ChIJQwd7g4QE9YgRQVj64Pa8PKA,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 17 mins,4599,19.0 mi,30644
ChIJQWn70DwU9YgRyZCfhgP_xX4,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 37 mins,5804,19.1 mi,30816
ChIJr6E9XHYb9YgReDqbsv46S4g,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 31 mins,5480,21.0 mi,33810
ChIJvaEdI9sa9YgRo6qumphfI2M,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 35 mins,5676,23.4 mi,37640
ChIJy-ldzOME9YgRGcswdOUrFhg,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 34 mins,5631,14.8 mi,23827
ChIJzZZ5puwE9YgRqWu1ZN3rYeI,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 16 mins,4548,18.5 mi,29740
ChIJ_____68J9YgRBU36pPAXCLA,ChIJyRb7_u-n9YgRaFRK94xpvAo,50 mins,3027,8.0 mi,12849
ChIJ75jdjyAG9YgRP8TB76uqBrw,ChIJyRb7_u-n9YgRaFRK94xpvAo,48 mins,2885,9.7 mi,15627
ChIJ7ybXHOYI9YgRI6Z8oEVzfsA,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 12 mins,4302,11.8 mi,18981
ChIJARKeZbkI9YgRuydoW5OH7Ew,ChIJyRb7_u-n9YgRaFRK94xpvAo,53 mins,3194,10.6 mi,17123
ChIJG-FwByAG9YgRqkiwkisIpys,ChIJyRb7_u-n9YgRaFRK94xpvAo,52 mins,3142,9.9 mi,15993
ChIJhZcw3sAI9YgR38QywjxCgMs,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 1 min,3667,11.0 mi,17774
ChIJiXOECacI9YgRUfD0s7yDSJc,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 4 mins,3825,10.5 mi,16905
ChIJizqDCagI9YgRwPi_ppiBS3o,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 6 mins,3937,10.6 mi,17034
ChIJLV5ESbwI9YgR2vatlV85FSk,ChIJyRb7_u-n9YgRaFRK94xpvAo,44 mins,2662,10.4 mi,16733
ChIJMdN-46sI9YgRHGx2n8voteQ,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 5 mins,3925,12.7 mi,20501
ChIJpdH0jL0I9YgRomIhQRghUC0,ChIJyRb7_u-n9YgRaFRK94xpvAo,51 mins,3085,10.5 mi,16966
ChIJqwsIsq4I9YgRTLqCSGofOg8,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 10 mins,4210,13.0 mi,20872
ChIJRXaawRoG9YgR8v252n84njY,ChIJyRb7_u-n9YgRaFRK94xpvAo,55 mins,3296,10.7 mi,17248
ChIJtfXe3xwJ9YgRFEn6HZP8pfo,ChIJyRb7_u-n9YgRaFRK94xpvAo,54 mins,3265,8.2 mi,13183
ChIJW2tb_-oI9YgRY68Z8CGYHGM,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 4 mins,3815,11.2 mi,17983
ChIJXf6R4sAI9YgRo1YcKwm_oaE,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 4 mins,3824,11.2 mi,17970
ChIJyQPDOBkJ9YgRpI-9EouOCDw,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 16 mins,4576,13.8 mi,22227
ChIJzXKR3rEI9YgRPe0cbSxunQI,ChIJyRb7_u-n9YgRaFRK94xpvAo,56 mins,3338,10.8 mi,17398
ChIJzZVAM7AI9YgRgtZXfzX5wrg,ChIJyRb7_u-n9YgRaFRK94xpvAo,54 mins,3214,10.7 mi,17231
ChIJ2RTZS0rj9IgRNgIqLwB1hx0,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 42 mins,6145,33.2 mi,53421
ChIJ543ZSbPi9IgRHdOEYrz80w8,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 34 mins,5630,23.8 mi,38361
ChIJzfy9TUbj9IgRG3oWCSpNaDk,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 59 mins,7134,33.9 mi,54507
ChIJC8Sr-ZAD9YgRcBD42b7YltE,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 19 mins,4713,19.8 mi,31847
ChIJxxKnLPUD9YgRqGkS-s2EWbg,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 18 mins,4705,16.7 mi,26883
ChIJ4UZPg4UG9YgRMNUMGkE4r04,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 16 mins,4537,12.7 mi,20443
ChIJ6W_0F6oH9YgROuBqazgSDRA,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 0 mins,3611,14.6 mi,23481
ChIJATqOpFgG9YgRK2_eyZI1qjU,ChIJyRb7_u-n9YgRaFRK94xpvAo,NA,NA,NA,NA
ChIJB8TKDWcG9YgRFb5zVMPFunE,ChIJyRb7_u-n9YgRaFRK94xpvAo,40 mins,2376,6.8 mi,10943
ChIJC7wmEAQH9YgROuJafMdeXsk,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 2 mins,3690,15.2 mi,24395
ChIJeedVRL0H9YgRu5eYFeH-DKU,ChIJyRb7_u-n9YgRaFRK94xpvAo,53 mins,3208,8.6 mi,13806
ChIJfehHrQUH9YgRKnL4DwGrDhU,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 6 mins,3966,10.3 mi,16535
ChIJhWLSGIwG9YgR5WcZORRvFJo,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 16 mins,4589,12.4 mi,19985
ChIJIc2D_q0H9YgRVrD1ozvNzhc,ChIJyRb7_u-n9YgRaFRK94xpvAo,37 mins,2249,5.5 mi,8845
ChIJjecqBo8G9YgRqaw1fjh8UMU,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 16 mins,4574,12.6 mi,20269
ChIJJZqElWEG9YgR6Ngn9b7K3D4,ChIJyRb7_u-n9YgRaFRK94xpvAo,51 mins,3039,7.3 mi,11755
ChIJkcHkLvgG9YgRzbaHxVmKuJo,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 20 mins,4778,11.4 mi,18388
ChIJo7CNJwUH9YgR2xhF5Uo0dGA,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 5 mins,3887,15.5 mi,24966
ChIJsRe5XEIG9YgRe-hoXw3_tFM,ChIJyRb7_u-n9YgRaFRK94xpvAo,33 mins,1976,6.2 mi,10056
ChIJSV9tUUwG9YgRsrL0aEx5jTo,ChIJyRb7_u-n9YgRaFRK94xpvAo,26 mins,1545,5.3 mi,8513
ChIJTbb0pbEH9YgR2kAihVjDDKo,ChIJyRb7_u-n9YgRaFRK94xpvAo,37 mins,2224,5.1 mi,8169
ChIJu5CdSV8G9YgRB-0bBA7revs,ChIJyRb7_u-n9YgRaFRK94xpvAo,57 mins,3391,8.0 mi,12870
ChIJV5SX-aoH9YgRS3Dh9N7VMr4,ChIJyRb7_u-n9YgRaFRK94xpvAo,58 mins,3497,6.8 mi,11010
ChIJV5Wf0mgG9YgRmit_ie4TxqQ,ChIJyRb7_u-n9YgRaFRK94xpvAo,31 mins,1855,6.6 mi,10544
ChIJz8w6MGoG9YgRDRiFURwaLns,ChIJyRb7_u-n9YgRaFRK94xpvAo,32 mins,1895,6.4 mi,10281
ChIJ__Xc_XQG9YgRlsRhrX64StQ,ChIJyRb7_u-n9YgRaFRK94xpvAo,40 mins,2426,8.1 mi,13016
ChIJ2RRfP8MF9YgRCKQkvnkAn20,ChIJyRb7_u-n9YgRaFRK94xpvAo,41 mins,2468,8.7 mi,14059
ChIJ803JhhQG9YgR9zyh4BchJWY,ChIJyRb7_u-n9YgRaFRK94xpvAo,47 mins,2827,7.1 mi,11442
ChIJ85HlDMEF9YgR0Nmz-e-au2g,ChIJyRb7_u-n9YgRaFRK94xpvAo,49 mins,2926,9.5 mi,15356
ChIJ8WTkOdgF9YgR80zz6-QWbxE,ChIJyRb7_u-n9YgRaFRK94xpvAo,39 mins,2356,7.8 mi,12496
ChIJC9bIKP8F9YgRNoJ0K-lXbyA,ChIJyRb7_u-n9YgRaFRK94xpvAo,54 mins,3244,12.2 mi,19571
ChIJdy2CbMgF9YgR3czre4qxDCs,ChIJyRb7_u-n9YgRaFRK94xpvAo,53 mins,3156,9.2 mi,14784
ChIJfW3-t9wF9YgRjHlBXPjRgXA,ChIJyRb7_u-n9YgRaFRK94xpvAo,41 mins,2474,8.7 mi,14068
ChIJG3k3Aw0G9YgRGSM3h6zldH0,ChIJyRb7_u-n9YgRaFRK94xpvAo,52 mins,3092,8.7 mi,13952
ChIJGaBh5c8F9YgRlQDyTXLXnKw,ChIJyRb7_u-n9YgRaFRK94xpvAo,53 mins,3175,9.3 mi,15010
ChIJJazUEhMG9YgRFfkfCsINlQA,ChIJyRb7_u-n9YgRaFRK94xpvAo,48 mins,2892,7.2 mi,11573
ChIJk77_iAoG9YgRNCrAR0QzDDM,ChIJyRb7_u-n9YgRaFRK94xpvAo,37 mins,2243,7.7 mi,12383
ChIJnevENckF9YgRvSn2EidUg4A,ChIJyRb7_u-n9YgRaFRK94xpvAo,51 mins,3042,9.1 mi,14582
ChIJr1bajcEF9YgRpfDHSnEViwE,ChIJyRb7_u-n9YgRaFRK94xpvAo,47 mins,2810,13.7 mi,22039
ChIJsdUFTOgF9YgRHdpLgCzkB70,ChIJyRb7_u-n9YgRaFRK94xpvAo,48 mins,2876,9.5 mi,15314
ChIJSxVG_rUF9YgRuXBmU2Vjwb4,ChIJyRb7_u-n9YgRaFRK94xpvAo,50 mins,3016,9.3 mi,14946
ChIJy3eQeDME9YgR7E8mulg4bpY,ChIJyRb7_u-n9YgRaFRK94xpvAo,58 mins,3478,10.3 mi,16571
ChIJz1AoBcQF9YgRwVAr1QKMmns,ChIJyRb7_u-n9YgRaFRK94xpvAo,50 mins,2984,9.2 mi,14741
ChIJzRHoqeEF9YgRg7ONTjNe_18,ChIJyRb7_u-n9YgRaFRK94xpvAo,53 mins,3198,8.7 mi,13966
