origin_place_id,destination_place_id,duration_text,duration_value,distance_text,distance_value
ChIJu_6frV0Q9YgRN8zLj1D2S38,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 38 mins,5864,22.1 mi,35490
ChIJW3LJPHwQ9YgR3Xqht1TToW4,ChIJyRb7_u-n9YgRaFRK94xpvAo,2 hours 13 mins,7965,27.9 mi,44946
ChIJ-xoivHsQ9YgRbyCRemT9EyU,ChIJyRb7_u-n9YgRaFRK94xpvAo,2 hours 17 mins,8194,28.9 mi,46558
ChIJyxJGQcoR9YgRJXYlLtzXPlk,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 53 mins,6801,29.3 mi,47097
ChIJ2fI_FQOn9YgRuOd17I0-ElA,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 14 mins,4429,13.7 mi,22108
ChIJ-88PYkan9YgRDg2TfEd8_iY,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 20 mins,4770,12.0 mi,19286
ChIJbw99VgKn9YgRITk2aoXQ0Ec,ChIJyRb7_u-n9YgRaFRK94xpvAo,51 mins,3080,4.9 mi,7810
ChIJc7sDYhmn9YgRclrVXTK2U0o,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 20 mins,4790,13.3 mi,21446
ChIJCeCYpWGn9YgREYvbYRZul0U,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 3 mins,3770,10.8 mi,17355
ChIJDRjb4X-n9YgR4S1ZFfDIiCE,ChIJyRb7_u-n9YgRaFRK94xpvAo,36 mins,2189,5.7 mi,9248
ChIJF2biYwOn9YgR-xtJt_6Zzeo,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 10 mins,4223,13.4 mi,21610
ChIJGdlcO88J9YgRQcNXGtUj_Lc,ChIJyRb7_u-n9YgRaFRK94xpvAo,37 mins,2220,6.5 mi,10400
ChIJIxC1xxCn9YgR93yGGu7rZ7M,ChIJyRb7_u-n9YgRaFRK94xpvAo,45 mins,2724,4.7 mi,7564
ChIJJ4q9v9gJ9YgRP5eaY_oTHfg,ChIJyRb7_u-n9YgRaFRK94xpvAo,55 mins,3324,10.4 mi,16684
ChIJj9MV-P2m9YgRH8odhSySfso,ChIJyRb7_u-n9YgRaFRK94xpvAo,47 mins,2837,4.7 mi,7506
ChIJJZnb3wSn9YgR8JK31kLpBuY,ChIJyRb7_u-n9YgRaFRK94xpvAo,52 mins,3112,5.0 mi,8092
ChIJmRvsgQqn9YgRMMjpp_lI69A,ChIJyRb7_u-n9YgRaFRK94xpvAo,14 mins,835,3.2 mi,5074
ChIJPdpKPNwJ9YgRAdC4TwLdpd8,ChIJyRb7_u-n9YgRaFRK94xpvAo,39 mins,2320,9.6 mi,15452
ChIJSQvP-wKn9YgRjlWAwEa7HTQ,ChIJyRb7_u-n9YgRaFRK94xpvAo,54 mins,3260,5.0 mi,7990
ChIJVcboi0an9YgR_d7mqsd6CUA,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 13 mins,4388,11.7 mi,18840
ChIJw-p-tV2n9YgRY--4wxRulKA,ChIJyRb7_u-n9YgRaFRK94xpvAo,58 mins,3466,10.8 mi,17388
ChIJX2rYphmn9YgRBKiSjhMCnaU,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 18 mins,4676,13.3 mi,21329
ChIJxWtEOxen9YgRBnqBEiAYmZ0,ChIJyRb7_u-n9YgRaFRK94xpvAo,53 mins,3179,5.0 mi,8098
ChIJY_zGjQGn9YgR993zcL4ysmw,ChIJyRb7_u-n9YgRaFRK94xpvAo,49 mins,2916,4.7 mi,7571
ChIJ3zfDO00I9YgRb_Sf8HTQs0A,ChIJyRb7_u-n9YgRaFRK94xpvAo,26 mins,1559,6.6 mi,10678
ChIJ66EU7pwJ9YgRHv9QJuGW0UU,ChIJyRb7_u-n9YgRaFRK94xpvAo,59 mins,3543,10.4 mi,16815
ChIJA7JR60II9YgRPhJjpNNWhXc,ChIJyRb7_u-n9YgRaFRK94xpvAo,44 mins,2640,7.3 mi,11784
ChIJAZ0KmD8I9YgRHdj_CD2GVcQ,ChIJyRb7_u-n9YgRaFRK94xpvAo,45 mins,2697,6.7 mi,10769
ChIJAzJkZpqn9YgRJvUHRfG3xQI,ChIJyRb7_u-n9YgRaFRK94xpvAo,11 mins,680,2.3 mi,3648
ChIJbaSm95Cn9YgR2usgyJI7x_0,ChIJyRb7_u-n9YgRaFRK94xpvAo,11 mins,680,2.3 mi,3644
ChIJE4OvPJcJ9YgRvloEM9ww874,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 3 mins,3785,10.2 mi,16366
ChIJG_uK4MsJ9YgRp-WgHM-89LU,ChIJyRb7_u-n9YgRaFRK94xpvAo,32 mins,1914,6.2 mi,9922
ChIJhzYGcP4I9YgRTsn3ZGDKm08,ChIJyRb7_u-n9YgRaFRK94xpvAo,44 mins,2627,7.6 mi,12284
ChIJKXTxc_4I9YgRmwazPbGHLNw,ChIJyRb7_u-n9YgRaFRK94xpvAo,44 mins,2648,7.7 mi,12312
ChIJl8H6zqGn9YgRNdxuCNtHYRk,ChIJyRb7_u-n9YgRaFRK94xpvAo,14 mins,838,2.9 mi,4698
ChIJLfwdlbUJ9YgRcQe4c43EBvY,ChIJyRb7_u-n9YgRaFRK94xpvAo,32 mins,1947,6.5 mi,10455
ChIJlXxiHp2n9YgRhdEK9pLoyh0,ChIJyRb7_u-n9YgRaFRK94xpvAo,15 mins,921,3.8 mi,6053
ChIJqyJxEpMJ9YgRr5Zhfd1FzmI,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 2 mins,3716,10.5 mi,16909
ChIJr8W_vJsJ9YgRsQrVMO2ciE8,ChIJyRb7_u-n9YgRaFRK94xpvAo,57 mins,3419,10.3 mi,16607
ChIJS_KcCD4I9YgRSIs361Kv7_4,ChIJyRb7_u-n9YgRaFRK94xpvAo,36 mins,2168,6.3 mi,10081
ChIJwYIOjLUJ9YgR8Qjp0U7ffjc,ChIJyRb7_u-n9YgRaFRK94xpvAo,32 mins,1894,6.1 mi,9856
ChIJy06AfKwJ9YgR71xmxz_XYXI,ChIJyRb7_u-n9YgRaFRK94xpvAo,39 mins,2352,7.4 mi,11911
ChIJYT-FLkgI9YgR4o5yVZoNkPo,ChIJyRb7_u-n9YgRaFRK94xpvAo,35 mins,2091,6.6 mi,10567
ChIJ1XC1t2UP9YgRLW5lAKSgO8Y,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 14 mins,4466,16.7 mi,26930
ChIJ3-0bDOwO9YgRH2a8w4anY3o,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 39 mins,5946,16.0 mi,25812
ChIJ4b_vie0O9YgRjhEkEo00kLM,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 46 mins,6363,16.4 mi,26326
ChIJ7W61CxkP9YgREYndZBltPsQ,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 22 mins,4909,18.4 mi,29583
ChIJC61DmjIJ9YgRaOiQlpv-CRY,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 25 mins,5101,21.2 mi,34147
ChIJd3UQY8MO9YgRViDVZyw3Y9M,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 41 mins,6040,15.8 mi,25445
ChIJE-_a2usO9YgRdaueL0-Ad7Q,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 36 mins,5745,15.9 mi,25522
ChIJfXd3vMIO9YgRv3awLKzgC6Y,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 38 mins,5897,15.7 mi,25263
ChIJG9yisW0P9YgRU7vkrj5rxOU,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 19 mins,4755,17.4 mi,28042
ChIJHbgXoB4P9YgRX-BUtSUX0LE,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 24 mins,5052,18.7 mi,30153
ChIJHdEuUs8O9YgRvPYxFIbKnKU,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 18 mins,4662,17.1 mi,27539
ChIJKR4PpBkP9YgRSS6mfT40FIA,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 23 mins,4954,18.4 mi,29642
ChIJLdd1YO4O9YgRiABzf52RPVM,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 40 mins,6028,16.1 mi,25897
ChIJLQ9zueUO9YgRkPoGXTmqpeM,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 33 mins,5575,15.2 mi,24540
ChIJlxULVskO9YgRZBEOiq2IChk,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 14 mins,4412,16.9 mi,27255
ChIJnXP40x4P9YgRYonzZyC_ANE,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 30 mins,5421,14.3 mi,23066
ChIJoUXPFR4P9YgRudrFq3r592Q,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 30 mins,5428,14.6 mi,23520
ChIJtSzbk8QO9YgRfBCxd794DqY,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 27 mins,5222,17.6 mi,28299
ChIJu-Gw4ssO9YgRB4RKGckAvN4,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 13 mins,4409,16.9 mi,27252
ChIJW-jC1msP9YgR1dR0P6Nx2uA,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 16 mins,4573,17.2 mi,27611
ChIJ6Y-10oYD9YgRXHh5MjcxxOg,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 14 mins,4432,17.4 mi,27925
ChIJ3ebLDVvi9IgRu9_lPf6w5Fc,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 42 mins,6103,26.7 mi,42993
ChIJ4eX1vnLi9IgR8buBllF0njg,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 47 mins,6436,27.8 mi,44776
ChIJ6zeUpGni9IgR5talA8OhNN0,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 37 mins,5824,26.6 mi,42883
ChIJ9QrSBZzi9IgRmKHq1RmBb-w,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 30 mins,5416,23.2 mi,37371
ChIJA7iu-xUd9YgReGe_TuN9aKs,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 13 mins,4396,23.6 mi,37986
ChIJDbshVULi9IgRnc7WeUbamCY,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 43 mins,6170,26.6 mi,42799
ChIJf0HuBZvi9IgRuSlscODVgy4,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 32 mins,5541,23.4 mi,37720
ChIJG1ICsTkd9YgR6L8U6xpDsJA,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 30 mins,5373,20.5 mi,33011
ChIJG2Pxn5_i9IgRqayKa4pc4dE,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 31 mins,5485,23.0 mi,37008
ChIJgdpZ5p7i9IgRFVlN5l83DZM,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 32 mins,5521,23.1 mi,37135
ChIJl1o0u0Ed9YgR8qe8ujXln40,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 31 mins,5484,22.3 mi,35968
ChIJPwDmlDAd9YgRHd_C7JoDeCU,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 20 mins,4797,19.9 mi,31969
ChIJR4sUoELi9IgR156Wm0pw7Uk,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 39 mins,5938,26.8 mi,43068
ChIJsewkYZvi9IgR1QoHNL9z-gg,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 31 mins,5482,23.4 mi,37645
ChIJVRJEJ6Di9IgRT7ovOQIj0zo,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 28 mins,5284,22.7 mi,36556
ChIJVZQbfITi9IgR_PAcYDzRlXI,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 34 mins,5626,23.7 mi,38213
ChIJ_____zsG9YgR2jk5dfmn28k,ChIJyRb7_u-n9YgRaFRK94xpvAo,57 mins,3408,7.5 mi,12114
ChIJ_6FHwGwI9YgRNgtIy6ozvz0,ChIJyRb7_u-n9YgRaFRK94xpvAo,54 mins,3224,7.3 mi,11733
ChIJ4W8uZHAI9YgR6KyiJCFNMwE,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 17 mins,4634,8.9 mi,14344
ChIJ61SHmeen9YgRky0uXpMAgfo,ChIJyRb7_u-n9YgRaFRK94xpvAo,13 mins,766,1.5 mi,2439
ChIJ9amWOxQI9YgRE-gr3HIQIic,ChIJyRb7_u-n9YgRaFRK94xpvAo,43 mins,2585,2.1 mi,3363
ChIJBSIr9XEI9YgRNHKq9t_m1ag,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 14 mins,4414,8.3 mi,13304
ChIJedBk8Qeo9YgRnQUI2QXc3zs,ChIJyRb7_u-n9YgRaFRK94xpvAo,21 mins,1268,1.0 mi,1599
ChIJJaKKH2wI9YgRkFuNnnJq55s,ChIJyRb7_u-n9YgRaFRK94xpvAo,54 mins,3222,7.4 mi,11847
ChIJJdkIW92n9YgRBdgth1gVnQQ,ChIJyRb7_u-n9YgRaFRK94xpvAo,12 mins,718,1.5 mi,2411
ChIJkQ7wAOen9YgRiitxdL5g8yw,ChIJyRb7_u-n9YgRaFRK94xpvAo,8 mins,486,0.9 mi,1511
ChIJl9-NQH4I9YgRwstGXSSzJF8,ChIJyRb7_u-n9YgRaFRK94xpvAo,46 mins,2779,11.1 mi,17807
ChIJoe4BZ4QI9YgRfY8whhbNKc8,ChIJyRb7_u-n9YgRaFRK94xpvAo,41 mins,2487,8.8 mi,14205
ChIJpbQTvmkI9YgRavAhnMeywBI,ChIJyRb7_u-n9YgRaFRK94xpvAo,44 mins,2616,7.8 mi,12511
ChIJ-WtZVWgI9YgRMvLfu_S1NQs,ChIJyRb7_u-n9YgRaFRK94xpvAo,42 mins,2496,7.7 mi,12357
ChIJXboupG0I9YgRNckxl9EpQyA,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 13 mins,4389,8.2 mi,13153
ChIJY36REhYI9YgR_MQqWc8s14E,ChIJyRb7_u-n9YgRaFRK94xpvAo,46 mins,2741,2.2 mi,3563
ChIJyQCFO2oI9YgRx3yFhVyNCIE,ChIJyRb7_u-n9YgRaFRK94xpvAo,47 mins,2812,7.9 mi,12758
ChIJz91LrGcI9YgRFCbW9g97a5A,ChIJyRb7_u-n9YgRaFRK94xpvAo,42 mins,2542,8.0 mi,12896
ChIJ0e4FlGYJ9YgRncNYWKvTdHM,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 27 mins,5245,18.4 mi,29654
ChIJ0Uj9h_0L9YgRhod4kpZ5dnw,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 14 mins,4416,18.5 mi,29853
ChIJ2wDWYl4J9YgRhg2TKGG0naY,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 21 mins,4879,18.2 mi,29217
ChIJ3wcPIEwJ9YgRv39Ll4NUFew,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 22 mins,4911,21.8 mi,35156
ChIJ5VSw0v0L9YgRdnV5KvlCkU4,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 13 mins,4402,18.6 mi,29913
ChIJAWjrSl0J9YgRfFULx4fdPSQ,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 19 mins,4766,18.0 mi,28943
ChIJeZJU2EkJ9YgR1M7M-U8xY6w,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 19 mins,4748,20.8 mi,33548
ChIJoVlTAmcJ9YgRft5HtYYZorg,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 26 mins,5189,18.4 mi,29539
ChIJp_WX2VkJ9YgRBAFXOxGuyCU,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 14 mins,4431,18.7 mi,30043
ChIJr5oVUWcJ9YgRUO8prauTa7c,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 26 mins,5137,18.4 mi,29547
ChIJU1kUKVoJ9YgRFjLHgcL2NC0,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 19 mins,4724,18.0 mi,29017
ChIJwfS7WF4J9YgRJ9YBhGGq7M0,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 21 mins,4884,18.2 mi,29224
ChIJKyvwaJAF9YgR07y8PAE_AOw,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 20 mins,4771,14.5 mi,23384
ChIJvSNxi48F9YgRh7IMIzL7h-o,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 17 mins,4593,14.4 mi,23133
ChIJ4RpMvKP89IgRgpk_pl0R8vM,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 55 mins,6897,34.4 mi,55403
ChIJ5RtT5r389IgRHnUvDxkV9w4,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 38 mins,5871,34.1 mi,54849
ChIJbctwoA3j9IgR_GPiMx6F1U8,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 45 mins,6318,27.4 mi,44090
ChIJh3zVnsn89IgRAz3kZZRULOM,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 37 mins,5824,32.9 mi,52928
ChIJHZ1Ge7389IgRGBCEYvgprY0,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 41 mins,6068,34.3 mi,55136
ChIJo8Ve28z89IgRuJFuFgsjex4,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 47 mins,6416,27.9 mi,44980
ChIJP4oHjqT89IgR-XMJ6rQHyTY,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 49 mins,6526,34.1 mi,54909
ChIJpS6wX8f89IgRGY4hZDSMPvY,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 45 mins,6304,33.7 mi,54185
ChIJq8XsE5f89IgRluYrFLH7JNA,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 40 mins,5988,34.5 mi,55519
ChIJs5cJUrv89IgRhGY8XsUhEug,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 41 mins,6067,33.9 mi,54485
ChIJS9Wg0bz89IgRCAbK_v2l5iw,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 38 mins,5892,34.0 mi,54718
ChIJswUldbz89IgR6TnlbIZesX8,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 38 mins,5858,34.0 mi,54685
ChIJUWUlQLb89IgR8tmH-62SMFs,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 48 mins,6482,28.8 mi,46352
ChIJuZvjcqL89IgR6-uyCRy9nt0,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 48 mins,6474,34.9 mi,56225
ChIJW7EwNtDj9IgR0n1bxAKvAlQ,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 48 mins,6478,34.0 mi,54722
ChIJ0UVqTXgL9YgRchC-n5A1TqQ,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 30 mins,5385,22.5 mi,36239
ChIJ5XL2qm0L9YgR9GufSucWEMg,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 38 mins,5891,23.3 mi,37516
ChIJ8youYGwL9YgRaJaoJ_ejRCE,ChIJyRb7_u-n9YgRaFRK94xpvAo,NA,NA,NA,NA
ChIJA8IdZm8L9YgR60i1O8fafuM,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 35 mins,5724,23.6 mi,37922
ChIJAz1INHEM9YgRO2xAeYBfcXo,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 44 mins,6210,26.0 mi,41873
ChIJd8TkYocL9YgRbxVL8rvNdvA,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 39 mins,5933,25.3 mi,40705
ChIJeX4xrHAL9YgRKXh8p0XjNWM,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 33 mins,5568,22.6 mi,36353
ChIJl8a2IHYM9YgRYPWCzIgNmsw,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 57 mins,7006,26.2 mi,42158
ChIJm7vwSmAL9YgRFv7nrQyjG-g,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 44 mins,6228,24.0 mi,38676
ChIJMenfvGoL9YgRbJjdfk98eCI,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 51 mins,6653,23.9 mi,38490
ChIJMXC-y38L9YgRwXgzLM2MNrA,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 42 mins,6090,25.0 mi,40188
ChIJmxS1IngM9YgR2ZlOGH1cMds,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 40 mins,5970,25.6 mi,41227
ChIJs_-MPmUL9YgRWMad6c7NQcc,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 30 mins,5421,23.3 mi,37538
ChIJSZ3PfUEL9YgRHLgVRR92cr8,ChIJyRb7_u-n9YgRaFRK94xpvAo,2 hours 10 mins,7815,25.1 mi,40327
ChIJVfSkWWIL9YgRatAE6NkCrWo,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 33 mins,5586,24.0 mi,38640
ChIJV-l3mnsM9YgR0r-AV43yiPQ,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 48 mins,6458,25.8 mi,41593
ChIJXxYvGX4L9YgR6Z95zJAbmuU,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 41 mins,6042,24.7 mi,39791
ChIJs5lzwHMD9YgRvjxGQfQMbwg,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 21 mins,4853,20.1 mi,32349
ChIJ82tH5-b99IgRv-hORZV9PGs,ChIJyRb7_u-n9YgRaFRK94xpvAo,2 hours 0 mins,7193,33.6 mi,54066
ChIJBS_0n_399IgR84_T5coBSIo,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 48 mins,6471,23.5 mi,37810
ChIJC6d5rpgC9YgRK9K-LSENKZo,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 41 mins,6054,24.3 mi,39179
ChIJcXSknJ8C9YgR4Ef_DMejZ60,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 46 mins,6377,22.3 mi,35900
ChIJD1GxQXv99IgRp0nkX3i76GQ,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 41 mins,6068,22.6 mi,36352
ChIJdZxx5ngC9YgRSGBkI6Zq_Yo,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 36 mins,5765,24.0 mi,38624
ChIJh_Eywm799IgR3qN_J95sk9g,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 44 mins,6238,22.9 mi,36919
ChIJiadlgWIC9YgRyrJT48u4J7U,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 29 mins,5366,23.1 mi,37239
ChIJiz4TV58C9YgR6WoD0jfL1WM,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 42 mins,6145,24.4 mi,39312
ChIJL1xbVHwC9YgRjeSPMfX9l4s,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 29 mins,5334,23.3 mi,37424
ChIJ--PGtBEC9YgRtZi3xJ6O2yU,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 42 mins,6134,21.4 mi,34377
ChIJQXUTnrT99IgRicRotojE1C4,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 59 mins,7154,32.1 mi,51730
ChIJrZf-ZncC9YgRLI-WAi-mx3c,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 41 mins,6068,24.2 mi,39006
ChIJscTW044C9YgRNTyWk6T9V1A,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 44 mins,6226,24.4 mi,39271
ChIJu2mtXxIC9YgR53UJRqgrNpY,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 47 mins,6441,21.6 mi,34793
ChIJvaTmIcf99IgRKSj9l0BbyQg,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 40 mins,6017,32.1 mi,51580
ChIJy5R9LRsB9YgRDFcM3lFvTmw,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 42 mins,6144,21.4 mi,34393
ChIJy5XMsnkC9YgRb22B4jSMACg,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 36 mins,5772,24.0 mi,38635
ChIJy5XMsnkC9YgRMxGYsd5v-94,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 38 mins,5878,24.1 mi,38786
ChIJYVCfW4UC9YgRbae5wjMM7xM,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 33 mins,5599,21.1 mi,33936
ChIJ0eAiI4oF9YgRzXGW-ileg3k,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 18 mins,4670,14.2 mi,22925
ChIJ0ZYo9vQF9YgRnxY5lr8OUhw,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 8 mins,4054,13.5 mi,21774
ChIJ1TvbT_IF9YgRelOuN46i7Pc,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 10 mins,4198,15.1 mi,24375
ChIJ3VHsz_IF9YgRrIk0aorNkO0,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 12 mins,4326,15.3 mi,24573
ChIJ6evD3o4F9YgRguQGGmvIepQ,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 14 mins,4464,14.1 mi,22772
ChIJ8ZE48o0F9YgRnbA-mlAwPKE,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 14 mins,4410,14.2 mi,22905
ChIJBTuroOcF9YgR8_Et3TgaeoE,ChIJyRb7_u-n9YgRaFRK94xpvAo,49 mins,2951,9.1 mi,14631
ChIJE-U2EIkF9YgREEP6gYxczsU,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 19 mins,4713,14.4 mi,23095
ChIJgwXXNFgP9YgRGuNe7c86TPI,ChIJyRb7_u-n9YgRaFRK94xpvAo,54 mins,3240,11.5 mi,18552
ChIJlS2RUYwF9YgRbYUv_wqnsTc,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 11 mins,4274,13.9 mi,22415
ChIJM2OqHV8P9YgRcyyN2094emY,ChIJyRb7_u-n9YgRaFRK94xpvAo,57 mins,3429,11.6 mi,18745
ChIJM-P4wV8P9YgRfGD4S3thE1c,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 11 mins,4230,15.8 mi,25454
ChIJn8QQxecF9YgRVMRYiH6yPOg,ChIJyRb7_u-n9YgRaFRK94xpvAo,48 mins,2883,9.0 mi,14542
ChIJp2dJv_MF9YgRGz4wGK8vpTM,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 12 mins,4302,13.7 mi,22025
ChIJQ7ciaVkP9YgRHKDmLcajAsA,ChIJyRb7_u-n9YgRaFRK94xpvAo,57 mins,3423,11.7 mi,18772
ChIJSSvHx_UF9YgRzYa4eSjKZ54,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 10 mins,4202,15.7 mi,25274
ChIJVVVVVYUF9YgRvn7odjRhslI,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 10 mins,4172,15.2 mi,24384
ChIJ_1HFSkME9YgRA1Jk2QZfwdQ,ChIJyRb7_u-n9YgRaFRK94xpvAo,1 hour 2 mins,3703,17.2 mi,27723
